timestamp,cpu,ram,temperature,battery,health_score,model,decision_source,image_path,true_label,label,correct,confidence,latency_ms,decision_time_ms
2026-08-09 16:27:22,3.9,33.5,51.0,79.24,0,fp32,algo,datasets/imagenette2-320/val/n03028079/n03028079_29670.JPEG,church,church,True,0.4952,18.03,0
2026-08-09 16:27:23,2.0,33.4,50.0,79.22,0,fp32,algo,datasets/imagenette2-320/val/n03000684/n03000684_34971.JPEG,chain saw,chain saw,True,0.9983,18.33,0
2026-08-09 16:27:25,100.0,33.7,57.0,79.22,0,fp32,algo,datasets/imagenette2-320/val/n03417042/n03417042_2991.JPEG,garbage truck,snowplow,False,0.5577,73.56,0
2026-08-09 16:27:27,100.0,33.6,58.0,79.2,0,fp32,algo,datasets/imagenette2-320/val/n02979186/n02979186_11550.JPEG,cassette player,tape player,False,0.5546,72.5,0
2026-08-09 16:27:28,100.0,33.5,59.0,79.15,0,fp32,algo,datasets/imagenette2-320/val/n03394916/n03394916_36532.JPEG,French horn,radiator,False,0.1921,72.01,0
2026-08-09 16:27:30,100.0,33.5,57.0,79.15,0,fp32,algo,datasets/imagenette2-320/val/n01440764/n01440764_14280.JPEG,tench,tench,True,0.9222,75.36,0
2026-08-09 16:27:32,100.0,33.2,58.0,79.11,0,fp32,algo,datasets/imagenette2-320/val/n03000684/n03000684_2960.JPEG,chain saw,gown,False,0.0675,76.57,0
2026-08-09 16:27:33,100.0,33.2,59.0,79.11,0,fp32,algo,datasets/imagenette2-320/val/n03888257/n03888257_37561.JPEG,parachute,parachute,True,0.1196,75.99,0
2026-08-09 16:27:35,100.0,33.3,59.0,79.09,0,fp32,algo,datasets/imagenette2-320/val/n03888257/n03888257_26931.JPEG,parachute,parachute,True,0.6927,77.9,0
2026-08-09 16:27:37,100.0,33.3,59.0,79.04,0,fp32,algo,datasets/imagenette2-320/val/n03417042/n03417042_14381.JPEG,garbage truck,garbage truck,True,0.8924,72.07,0
2026-08-09 16:27:38,100.0,33.2,59.0,79.04,0,fp32,algo,datasets/imagenette2-320/val/n03888257/n03888257_66361.JPEG,parachute,parachute,True,0.3519,71.72,0
2026-08-09 16:27:40,100.0,33.2,58.0,79.0,0,fp32,algo,datasets/imagenette2-320/val/n03425413/n03425413_13100.JPEG,gas pump,jinrikisha,False,0.1487,48.07,0
2026-08-09 16:27:42,100.0,33.2,58.0,79.0,0,fp32,algo,datasets/imagenette2-320/val/n03028079/n03028079_26110.JPEG,church,monastery,False,0.3533,72.59,0
2026-08-09 16:27:43,100.0,33.2,60.0,78.95,0,fp32,algo,datasets/imagenette2-320/val/n02979186/n02979186_13231.JPEG,cassette player,tape player,False,0.1428,72.85,0
2026-08-09 16:27:45,100.0,33.1,59.0,78.93,0,fp32,algo,datasets/imagenette2-320/val/n02979186/ILSVRC2012_val_00035160.JPEG,cassette player,loudspeaker,False,0.1244,72.79,0
2026-08-09 16:27:47,100.0,33.1,59.0,78.91,0,fp32,algo,datasets/imagenette2-320/val/n03000684/n03000684_4631.JPEG,chain saw,chain saw,True,0.5641,76.93,0
2026-08-09 16:27:48,100.0,33.1,59.0,78.89,0,fp32,algo,datasets/imagenette2-320/val/n03394916/n03394916_47110.JPEG,French horn,coil,False,0.5929,71.61,0
2026-08-09 16:27:50,100.0,33.0,59.0,78.86,0,fp32,algo,datasets/imagenette2-320/val/n02979186/n02979186_12172.JPEG,cassette player,modem,False,0.3319,73.86,0
2026-08-09 16:27:52,100.0,33.2,59.0,78.84,0,fp32,algo,datasets/imagenette2-320/val/n03417042/n03417042_3821.JPEG,garbage truck,garbage truck,True,0.0606,73.8,0
2026-08-09 16:27:53,100.0,33.2,59.0,78.82,0,fp32,algo,datasets/imagenette2-320/val/n03425413/n03425413_1421.JPEG,gas pump,gas pump,True,0.8827,77.91,0
2026-08-09 16:27:55,100.0,33.1,59.0,78.8,0,fp32,algo,datasets/imagenette2-320/val/n02979186/n02979186_22992.JPEG,cassette player,iron,False,0.1189,74.21,0
2026-08-09 16:27:57,100.0,33.1,59.0,78.77,0,fp32,algo,datasets/imagenette2-320/val/n03394916/n03394916_32411.JPEG,French horn,French horn,True,0.6205,70.28,0
2026-08-09 16:27:58,100.0,33.4,59.0,78.75,0,fp32,algo,datasets/imagenette2-320/val/n03028079/n03028079_32580.JPEG,church,church,True,0.4963,79.16,0
2026-08-09 16:28:00,3.8,33.1,53.0,78.71,0,fp32,algo,datasets/imagenette2-320/val/n03028079/n03028079_14310.JPEG,church,bell cote,False,0.5985,23.79,0
2026-08-09 16:28:02,3.9,33.0,52.0,78.71,0,fp32,algo,datasets/imagenette2-320/val/n03888257/n03888257_8160.JPEG,parachute,backpack,False,0.0906,21.77,0
2026-08-09 16:28:03,9.8,33.2,52.0,78.71,0,fp32,algo,datasets/imagenette2-320/val/n03394916/n03394916_7951.JPEG,French horn,French horn,True,0.9737,22.33,0
2026-08-09 16:28:05,2.0,33.2,51.0,78.69,0,fp32,algo,datasets/imagenette2-320/val/n03417042/n03417042_12560.JPEG,garbage truck,garbage truck,True,0.6707,23.28,0
2026-08-09 16:28:06,2.0,33.1,51.0,78.69,0,fp32,algo,datasets/imagenette2-320/val/n02102040/n02102040_352.JPEG,English springer,English springer,True,0.5995,20.41,0
2026-08-09 16:28:08,20.0,33.1,51.0,78.66,0,fp32,algo,datasets/imagenette2-320/val/n03417042/n03417042_16370.JPEG,garbage truck,garbage truck,True,0.8206,25.24,0
2026-08-09 16:28:10,2.0,33.3,51.0,78.66,0,fp32,algo,datasets/imagenette2-320/val/n01440764/n01440764_32420.JPEG,tench,tench,True,0.4223,22.87,0
2026-08-09 16:28:11,2.0,33.2,50.0,78.66,0,fp32,algo,datasets/imagenette2-320/val/n03417042/n03417042_19472.JPEG,garbage truck,garbage truck,True,0.5588,23.34,0
2026-08-09 16:28:13,10.2,33.3,52.0,78.64,0,fp32,algo,datasets/imagenette2-320/val/n02102040/n02102040_3640.JPEG,English springer,German short-haired pointer,False,0.4392,21.62,0
2026-08-09 16:28:15,2.0,33.3,50.0,78.64,0,fp32,algo,datasets/imagenette2-320/val/n03425413/n03425413_18942.JPEG,gas pump,gas pump,True,0.7066,18.16,0
2026-08-09 16:28:16,2.0,33.1,51.0,78.62,0,fp32,algo,datasets/imagenette2-320/val/n03028079/n03028079_10410.JPEG,church,lakeside,False,0.1605,17.33,0
2026-08-09 16:28:18,3.9,33.1,50.0,78.62,0,fp32,algo,datasets/imagenette2-320/val/n02102040/n02102040_602.JPEG,English springer,English springer,True,0.537,17.67,0
2026-08-09 16:28:19,4.0,33.2,51.0,78.62,0,fp32,algo,datasets/imagenette2-320/val/n01440764/ILSVRC2012_val_00009111.JPEG,tench,tench,True,0.7117,23.58,0
2026-08-09 16:28:21,4.0,33.2,51.0,78.6,0,fp32,algo,datasets/imagenette2-320/val/n03028079/n03028079_1090.JPEG,church,bell cote,False,0.797,23.82,0
2026-08-09 16:28:23,0.0,33.1,50.0,78.6,0,fp32,algo,datasets/imagenette2-320/val/n03394916/ILSVRC2012_val_00004301.JPEG,French horn,French horn,True,0.9517,18.17,0
2026-08-09 16:28:24,6.0,33.1,51.0,78.6,0,fp32,algo,datasets/imagenette2-320/val/n03000684/n03000684_2060.JPEG,chain saw,chain saw,True,0.9853,19.92,0
2026-08-09 16:28:26,6.0,33.0,50.0,78.57,0,fp32,algo,datasets/imagenette2-320/val/n03425413/n03425413_19901.JPEG,gas pump,gas pump,True,0.7368,23.33,0
2026-08-09 16:28:27,4.0,33.0,50.0,78.57,0,fp32,algo,datasets/imagenette2-320/val/n03445777/n03445777_15880.JPEG,golf ball,golf ball,True,0.9496,24.56,0
2026-08-09 16:28:29,8.2,33.3,50.0,78.55,0,fp32,algo,datasets/imagenette2-320/val/n03425413/n03425413_18252.JPEG,gas pump,gas pump,True,0.8696,19.61,0
2026-08-09 16:28:31,4.0,33.2,50.0,78.55,0,fp32,algo,datasets/imagenette2-320/val/n03028079/n03028079_7251.JPEG,church,monastery,False,0.6428,17.58,0
2026-08-09 16:28:32,2.0,33.1,50.0,78.55,0,fp32,algo,datasets/imagenette2-320/val/n03888257/n03888257_33021.JPEG,parachute,parachute,True,0.7767,17.68,0
2026-08-09 16:28:34,20.0,33.0,48.0,78.53,0,fp32,algo,datasets/imagenette2-320/val/n03000684/n03000684_10131.JPEG,chain saw,violin,False,0.3002,26.34,0
2026-08-09 16:28:36,4.0,33.0,49.0,78.53,0,fp32,algo,datasets/imagenette2-320/val/n03417042/n03417042_9170.JPEG,garbage truck,garbage truck,True,0.6368,19.24,0
2026-08-09 16:28:37,2.0,33.0,49.0,78.53,0,fp32,algo,datasets/imagenette2-320/val/n03888257/n03888257_25460.JPEG,parachute,parachute,True,0.9226,17.9,0
2026-08-09 16:28:39,20.4,33.1,49.0,78.51,0,fp32,algo,datasets/imagenette2-320/val/n03425413/n03425413_18040.JPEG,gas pump,gas pump,True,0.9197,23.67,0
2026-08-09 16:28:40,0.0,33.2,49.0,78.51,0,fp32,algo,datasets/imagenette2-320/val/n03417042/n03417042_1850.JPEG,garbage truck,garbage truck,True,0.9504,18.08,0
2026-08-09 16:28:42,3.9,33.1,49.0,78.51,0,fp32,algo,datasets/imagenette2-320/val/n03394916/n03394916_8602.JPEG,French horn,French horn,True,0.7972,24.5,0
2026-08-09 16:28:44,2.0,32.9,49.0,78.49,0,fp32,algo,datasets/imagenette2-320/val/n03888257/n03888257_11452.JPEG,parachute,parachute,True,0.7371,23.77,0
2026-08-09 16:28:45,2.0,33.2,50.0,78.49,0,fp32,algo,datasets/imagenette2-320/val/n03000684/n03000684_33902.JPEG,chain saw,chain saw,True,0.8615,17.77,0
2026-08-09 16:28:47,2.0,33.1,49.0,78.46,0,fp32,algo,datasets/imagenette2-320/val/n03000684/ILSVRC2012_val_00045501.JPEG,chain saw,chain saw,True,0.9843,17.74,0
2026-08-09 16:28:49,2.0,33.0,48.0,78.46,0,fp32,algo,datasets/imagenette2-320/val/n03888257/n03888257_17421.JPEG,parachute,parachute,True,0.9247,19.67,0
2026-08-09 16:28:50,5.8,33.1,49.0,78.44,0,fp32,algo,datasets/imagenette2-320/val/n03888257/n03888257_17851.JPEG,parachute,parachute,True,0.2436,18.08,0
2026-08-09 16:28:52,2.0,33.0,48.0,78.44,0,fp32,algo,datasets/imagenette2-320/val/n03028079/n03028079_28352.JPEG,church,boathouse,False,0.3128,18.24,0
2026-08-09 16:28:53,0.0,33.0,48.0,78.44,0,fp32,algo,datasets/imagenette2-320/val/n03445777/n03445777_9850.JPEG,golf ball,golf ball,True,0.9366,17.86,0
2026-08-09 16:28:55,8.0,33.1,48.0,78.44,0,fp32,algo,datasets/imagenette2-320/val/n03425413/n03425413_14752.JPEG,gas pump,photocopier,False,0.1682,23.64,0
2026-08-09 16:28:57,2.0,33.1,47.0,78.42,0,fp32,algo,datasets/imagenette2-320/val/n03000684/n03000684_10302.JPEG,chain saw,chain saw,True,0.6548,18.27,0
2026-08-09 16:28:58,3.9,33.1,47.0,78.42,0,fp32,algo,datasets/imagenette2-320/val/n03000684/n03000684_16312.JPEG,chain saw,chain saw,True,0.3881,23.25,0
2026-08-09 16:29:00,20.0,33.0,48.0,78.4,0,fp32,algo,datasets/imagenette2-320/val/n03000684/n03000684_8411.JPEG,chain saw,plane,False,0.3508,25.64,0
2026-08-09 16:29:01,2.0,33.1,48.0,78.4,0,fp32,algo,datasets/imagenette2-320/val/n03394916/n03394916_26270.JPEG,French horn,sax,False,0.6183,23.11,0
2026-08-09 16:29:03,2.0,33.1,47.0,78.4,0,fp32,algo,datasets/imagenette2-320/val/n03028079/n03028079_27520.JPEG,church,church,True,0.779,18.22,0
2026-08-09 16:29:05,10.0,33.1,50.0,78.37,0,fp32,algo,datasets/imagenette2-320/val/n03425413/n03425413_14351.JPEG,gas pump,gas pump,True,0.4607,21.72,0
2026-08-09 16:29:06,3.9,33.1,46.0,78.37,0,fp32,algo,datasets/imagenette2-320/val/n03425413/n03425413_14682.JPEG,gas pump,padlock,False,0.0692,18.03,0
2026-08-09 16:29:08,2.0,33.1,48.0,78.37,0,fp32,algo,datasets/imagenette2-320/val/n01440764/n01440764_7531.JPEG,tench,tench,True,0.8774,17.88,0
2026-08-09 16:29:09,0.0,33.0,48.0,78.35,0,fp32,algo,datasets/imagenette2-320/val/n03425413/n03425413_14510.JPEG,gas pump,street sign,False,0.2357,17.75,0
2026-08-09 16:29:11,2.0,33.2,48.0,78.35,0,fp32,algo,datasets/imagenette2-320/val/n02979186/n02979186_2552.JPEG,cassette player,hand-held computer,False,0.5935,21.6,0
2026-08-09 16:29:13,2.0,33.2,47.0,78.33,0,fp32,algo,datasets/imagenette2-320/val/n03425413/n03425413_12672.JPEG,gas pump,gas pump,True,0.4237,17.9,0
2026-08-09 16:29:14,3.9,33.1,46.0,78.33,0,fp32,algo,datasets/imagenette2-320/val/n03028079/n03028079_8162.JPEG,church,patio,False,0.1583,17.76,0
2026-08-09 16:29:16,8.0,33.4,48.0,78.33,0,fp32,algo,datasets/imagenette2-320/val/n03888257/n03888257_30270.JPEG,parachute,pinwheel,False,0.1135,21.73,0
2026-08-09 16:29:18,2.0,33.3,46.0,78.31,0,fp32,algo,datasets/imagenette2-320/val/n03445777/n03445777_6451.JPEG,golf ball,golf ball,True,0.8751,18.83,0
2026-08-09 16:29:19,2.0,33.3,46.0,78.31,0,fp32,algo,datasets/imagenette2-320/val/n03028079/n03028079_322.JPEG,church,vault,False,0.2654,20.2,0
2026-08-09 16:29:21,18.0,33.1,48.0,78.31,0,fp32,algo,datasets/imagenette2-320/val/n03028079/ILSVRC2012_val_00046550.JPEG,church,church,True,0.5006,20.7,0
2026-08-09 16:29:22,3.9,33.0,47.0,78.29,0,fp32,algo,datasets/imagenette2-320/val/n03445777/n03445777_13011.JPEG,golf ball,golf ball,True,0.9779,20.34,0
2026-08-09 16:29:24,0.0,33.0,48.0,78.29,0,fp32,algo,datasets/imagenette2-320/val/n03000684/n03000684_5981.JPEG,chain saw,chain saw,True,0.7977,21.09,0
2026-08-09 16:29:26,26.0,33.0,48.0,78.26,0,fp32,algo,datasets/imagenette2-320/val/n03417042/n03417042_13151.JPEG,garbage truck,garbage truck,True,0.9854,20.82,0
2026-08-09 16:29:27,3.8,33.1,46.0,78.26,0,fp32,algo,datasets/imagenette2-320/val/n03888257/n03888257_5140.JPEG,parachute,parachute,True,0.9605,21.63,0
2026-08-09 16:29:29,4.0,33.1,46.0,78.26,0,fp32,algo,datasets/imagenette2-320/val/n01440764/n01440764_4962.JPEG,tench,plastic bag,False,0.0863,19.57,0
2026-08-09 16:29:30,3.9,33.1,46.0,78.24,0,fp32,algo,datasets/imagenette2-320/val/n01440764/n01440764_1141.JPEG,tench,tench,True,0.7594,28.59,0
2026-08-09 16:29:32,2.0,33.1,46.0,78.24,0,fp32,algo,datasets/imagenette2-320/val/n03028079/n03028079_17561.JPEG,church,bell cote,False,0.4628,18.02,0
